date,Primary_Industry_Code,medoid
2012,Educational and Training Services (B2C),52968-70
2012,Electronic Equipment and Instruments,11208-70
2012,Human Capital Services,25038-01
2012,Other Software,10155-07
2012,Practice Management (Healthcare),53739-64
2012,Drug Delivery,11329-30
2012,Elder and Disabled Care,55468-99
2012,Energy Infrastructure,12150-91
2012,Other Devices and Supplies,11268-82
2012,Other Financial Services,101921-50
2012,Real Estate Services (B2C),53782-03
2012,Storage (IT),11211-94
2012,Logistics,54632-17
2012,Telecommunications Service Providers,59906-08
2012,Automotive,11108-89
2012,Education and Training Services (B2B),10139-41
2012,Other Semiconductors,57070-09
2012,Specialized Finance,119077-57
2012,Buildings and Property,86936-77
2012,Other Consumer Durables,51023-26
2012,Other Healthcare Services,108601-48
2012,Connectivity Products,166955-77
2012,Office Services (B2B),10181-17
2012,Pharmaceuticals,10845-37
2012,Wireless Service Providers,161489-71
2012,Other Pharmaceuticals and Biotechnology,11140-75
2012,Discovery Tools (Healthcare),51782-14
2012,Aerospace and Defense,50951-71
2012,Energy Exploration,53737-66
2012,Other Healthcare Technology Systems,108183-97
2012,Hotels and Resorts,168558-13
2012,Production (Semiconductors),11308-69
2012,Energy Storage,151582-87
2012,Other Business Products and Services,10401-94
2012,Specialty Chemicals,42862-24
2012,Security Services (B2B),11230-93
2012,Other Information Technology,10411-93
2012,Clinics/Outpatient Services,11283-94
2012,Restaurants and Bars,104749-57
2012,Beverages,61836-40
2012,Private Equity,10630-27
2012,Agricultural Chemicals,106900-39
2012,Cultivation,54742-51
2012,Household Appliances,10905-04
2012,Other Services (B2C Non-Financial),153602-56
2012,Asset Management,109302-49
2012,Monitoring Equipment,11131-93
2012,Other Healthcare,11106-82
2012,Air,170341-03
2012,Distributors/Wholesale,11279-53
2012,Oil and Gas Equipment,118482-49
2012,Hospitals/Inpatient Services,58468-51
2012,Luxury Goods,226992-61
2012,Home Furnishings,51696-19
2012,Other Retail,11127-25
2012,Machinery (B2B),11250-28
2012,General Merchandise Stores,11132-38
2012,Marine,58452-67
2012,"Other Metals, Minerals and Mining",55741-51
2012,Other Insurance,11157-58
2012,Electric Utilities,51700-60
2012,"Computers, Parts and Peripherals",62574-94
2012,Other Materials,54154-09
2012,Construction and Engineering,11171-53
2012,Energy Marketing,60926-95
2012,Building Products,118879-84
2012,Regional Banks,11182-96
2012,Horticulture,52887-16
2012,Other Energy,54910-72
2012,Automotive Insurance,226604-08
2012,Business Equipment and Supplies,11189-44
2012,Footwear,11189-44
2012,Other Agriculture,60462-10
2012,Thrifts and Mortgage Finance,11208-43
2012,Property and Casualty Insurance,11215-63
2012,Legal Services (B2B),160136-29
2012,Plastic Containers & Packaging,11228-50
2012,Distributors/Wholesale (B2C),112398-31
2012,Paper/Soft Products,11244-34
2012,Cable Service Providers,11250-10
2012,Other Utilities,11259-82
2012,Other Containers and Packaging,11262-52
2012,Precious Metals and Minerals Mining,11295-01
2012,Other Hardware,58984-57
2012,Gas Utilities,11315-89
2012,Distributors (Healthcare),54195-67
2012,Energy Refining,125953-48
2012,Aquaculture,53948-62
2012,Other Consumer Non-Durables,11867-23
2012,Multi-line Insurance,149315-86
2012,Real Estate Investment Trusts (REITs),40380-31
2012,Other Equipment,55875-97
2012,Other Chemicals and Gases,42834-43
2012,Coal and Consumable Fuels Equipment,50911-66
2012,Metal Containers & Packaging,50925-70
2012,Road,51020-65
2012,Raw Materials (Non-Wood),51243-40
2012,Legal Services (B2C),51253-84
2012,Forestry Development/Harvesting,52384-06
2012,Brokerage,53738-11
2012,Other Transportation,53967-52
2012,Insurance Brokers,55123-21
2012,National Banks,55133-47
2012,Forestry Processing,55527-58
2012,Animal Husbandry,56693-26
2012,Other Apparel,58428-46
2012,Wood/Hard Products,60499-36
2012,Catalog Retail,63242-92
2012,Coal Mining,97312-42
2013,Biotechnology,100016-92
2013,Building Products,11156-95
2013,Household Products,100035-19
2013,Synthetic Textiles,54383-77
2013,Alternative Energy Equipment,163646-29
2013,Consumer Finance,100881-19
2013,Social/Platform Software,100143-46
2013,Environmental Services (B2B),107588-35
2013,Other Commercial Services,107502-22
2013,Business/Productivity Software,100280-98
2013,Drug Discovery,107877-25
2013,Internet Retail,100236-79
2013,Medical Supplies,107847-10
2013,Software Development Applications,11181-34
2013,Application Software,101074-96
2013,Automation/Workflow Software,11325-61
2013,Connectivity Products,54520-03
2013,Media and Information Services (B2B),102610-45
2013,Network Management Software,11110-96
2013,Social Content,101903-14
2013,Specialty Retail,100247-86
2013,Publishing,100464-85
2013,Communication Software,107903-44
2013,"Computers, Parts and Peripherals",11314-45
2013,Database Software,109554-04
2013,Discovery Tools (Healthcare),42274-45
2013,Educational and Training Services (B2C),100554-04
2013,Enterprise Systems (Healthcare),11456-83
2013,Fiberoptic Equipment,11175-49
2013,Human Capital Services,100873-54
2013,Information Services (B2C),104056-30
2013,IT Consulting and Outsourcing,11301-49
2013,Luxury Goods,56730-79
2013,Machinery (B2B),54862-57
2013,Other Capital Markets/Institutions,161348-68
2013,Other Consumer Durables,121114-18
2013,Other Devices and Supplies,10228-51
2013,Other Financial Services,115055-47
2013,Systems and Information Management,11137-51
2013,Telecommunications Service Providers,11181-79
2013,Home Furnishings,58021-30
2013,Restaurants and Bars,225893-44
2013,Automotive,166956-49
2013,Beverages,11788-30
2013,Food Products,11167-93
2013,Other Transportation,112300-21
2013,Electronic Components,11107-45
2013,Hotels and Resorts,52825-24
2013,Financial Software,101626-39
2013,Multimedia and Design Software,118888-84
2013,"Broadcasting, Radio and Television",14533-66
2013,BPO/Outsource Services,169077-70
2013,Cable Service Providers,10070-83
2013,Decision/Risk Analysis,11227-60
2013,Energy Production,11135-17
2013,Internet Software,44792-56
2013,Other Commercial Products,11215-27
2013,Other Healthcare Services,157248-55
2013,Other Materials,10070-83
2013,Other Pharmaceuticals and Biotechnology,11161-27
2013,Storage (IT),11121-76
2013,Energy Storage,11315-89
2013,Medical Records Systems,10948-78
2013,Other Healthcare Technology Systems,11223-55
2013,Wireless Service Providers,51446-26
2013,"Movies, Music and Entertainment",42737-23
2013,Other IT Services,112719-70
2013,Electronic Equipment and Instruments,129039-49
2013,Industrial Chemicals,11198-71
2013,Vertical Market Software,11302-93
2013,Accessories,108469-45
2013,Clothing,110858-14
2013,Elder and Disabled Care,52833-25
2013,Electrical Equipment,11193-40
2013,Electronics (B2C),11296-18
2013,Entertainment Software,108039-79
2013,Insurance Brokers,10123-03
2013,Laboratory Services (Healthcare),11104-57
2013,Logistics,112285-72
2013,Other Hardware,125970-49
2013,Personal Products,121332-52
2013,Real Estate Services (B2C),110126-98
2013,Security Services (B2B),11174-14
2013,Therapeutic Devices,11106-82
2013,Application Specific Semiconductors,11214-82
2013,Educational Software,103037-59
2013,Energy Refining,10133-20
2013,"Other Restaurants, Hotels and Leisure",53876-35
2013,Consulting Services (B2B),10791-55
2013,Other Communications and Networking,12621-34
2013,Drug Delivery,101363-86
2013,Clinics/Outpatient Services,114695-56
2013,Diagnostic Equipment,109898-74
2013,General Purpose Semiconductors,11272-15
2013,Aerospace and Defense,110820-43
2013,Other Software,47556-19
2013,Monitoring Equipment,108201-97
2013,Pharmaceuticals,11322-91
2013,Surgical Devices,11208-88
2013,Legal Services (B2B),121307-86
2013,Outcome Management (Healthcare),109844-83
2013,Plant Textiles,10242-91
2013,Printing Services (B2B),10532-80
2013,Precious Metals and Minerals Mining,83895-13
2013,Specialized Finance,102473-47
2013,Other Healthcare,117491-05
2013,Other Information Technology,11108-17
2013,Rail,11172-43
2013,Recreational Goods,152551-09
2013,Holding Companies,57857-14
2013,Metal Containers & Packaging,10365-13
2013,Internet Service Providers,62013-97
2013,Other Services (B2C Non-Financial),120499-93
2013,Household Appliances,166476-70
2013,Industrial Supplies and Parts,118482-49
2013,Distributors/Wholesale,122960-98
2013,Energy Infrastructure,11160-10
2013,Wireless Communications Equipment,119558-89
2013,Oil and Gas Equipment,40312-09
2013,Other Equipment,53486-47
2013,Other Semiconductors,11298-97
2013,Infrastructure,10914-67
2013,Construction and Engineering,50951-71
2013,Other Consumer Non-Durables,11226-25
2013,Specialty Chemicals,11165-68
2013,Air,11110-24
2013,Other Agriculture,11114-38
2013,Managed Care,11114-65
2013,Leisure Facilities,112159-99
2013,Horticulture,11118-25
2013,Water Utilities,162751-06
2013,Multi-line Chemicals,11121-85
2013,Office Services (B2B),167344-21
2013,General Merchandise Stores,170979-22
2013,Other Retail,63496-54
2013,Distributors/Wholesale (B2C),11143-54
2013,Asset Management,57053-80
2013,Other Energy Services,127263-34
2013,Distributors (Healthcare),11158-39
2013,Other Consumer Products and Services,151412-95
2013,"Other Metals, Minerals and Mining",129101-05
2013,Road,57173-23
2013,Cultivation,11188-63
2013,Hospitals/Inpatient Services,82811-08
2013,Private Equity,11314-63
2013,Wood/Hard Products,11171-53
2013,Commodity Chemicals,11174-14
2013,Education and Training Services (B2B),149819-77
2013,Energy Marketing,11174-14
2013,Forestry Development/Harvesting,11188-90
2013,Investment Banks,11188-90
2013,Automotive Insurance,11219-05
2013,Business Equipment and Supplies,55503-46
2013,Practice Management (Healthcare),62623-18
2013,Legal Services (B2C),62032-42
2013,Footwear,112203-01
2013,Raw Materials (Non-Wood),52321-42
2013,Paper Containers & Packaging,40380-31
2013,Other Energy,11267-29
2013,Life and Health Insurance,11270-53
2013,Operating Systems Software,11272-42
2013,Brokerage,11274-22
2013,Electric Utilities,53811-28
2013,Energy Transportation,51181-66
2013,Property and Casualty Insurance,11300-32
2013,Other Media,11309-41
2013,Other Textiles,11334-61
2013,Department Stores,63337-69
2013,Energy Traders and Brokers,11338-84
2013,Energy Exploration,120958-48
2013,Casinos and Gaming,121784-59
2013,Marine,122377-42
2013,Multi-line Mining,12669-31
2013,Multi-line Insurance,149315-86
2013,Other Business Products and Services,154449-64
2013,Government,167023-63
2013,Catalog Retail,222915-61
2013,"Accounting, Audit and Tax Services (B2B)",226843-57
2013,Plastic Containers & Packaging,60104-08
2013,Agricultural Chemicals,40801-15
2013,Real Estate Investment Trusts (REITs),40380-31
2013,Other Insurance,41762-98
2013,Other Chemicals and Gases,62217-64
2013,Animal Husbandry,53927-11
2013,Buildings and Property,51009-49
2013,Gas Utilities,52202-44
2013,Production (Semiconductors),53327-17
2013,Regional Banks,53961-94
2013,National Banks,54725-05
2013,Multi-Utilities,54746-29
2013,Thrifts and Mortgage Finance,56268-10
2014,Business/Productivity Software,100942-12
2014,Other Business Products and Services,100873-54
2014,Building Products,53013-34
2014,Household Products,100035-19
2014,Other Devices and Supplies,153304-84
2014,Drug Discovery,100104-13
2014,Specialized Finance,100105-93
2014,Application Software,100473-49
2014,Biotechnology,100564-30
2014,Internet Retail,109096-93
2014,Construction and Engineering,55388-08
2014,Environmental Services (B2B),11269-90
2014,Other Energy Services,100147-96
2014,Alternative Energy Equipment,11196-28
2014,Electronic Equipment and Instruments,101748-16
2014,Electronics (B2C),100157-23
2014,Energy Exploration,100193-86
2014,Application Specific Semiconductors,11149-03
2014,Medical Supplies,108183-97
2014,Multimedia and Design Software,100823-50
2014,Other Information Technology,11112-67
2014,Specialty Retail,185590-63
2014,Systems and Information Management,11232-91
2014,Communication Software,100582-93
2014,Educational Software,110172-79
2014,Managed Care,10022-14
2014,Media and Information Services (B2B),104140-63
2014,Network Management Software,107651-71
2014,Other Healthcare Technology Systems,109491-40
2014,Social/Platform Software,101389-42
2014,Software Development Applications,11197-54
2014,Other Financial Services,119715-04
2014,Financial Software,100273-15
2014,Human Capital Services,11135-26
2014,Entertainment Software,100536-13
2014,Internet Software,122136-40
2014,Wireless Communications Equipment,157520-53
2014,Database Software,100348-21
2014,Information Services (B2C),102889-27
2014,Automation/Workflow Software,11166-49
2014,BPO/Outsource Services,149811-94
2014,Casinos and Gaming,10052-20
2014,Connectivity Products,109665-10
2014,Education and Training Services (B2B),151082-11
2014,Fiberoptic Equipment,11222-83
2014,Medical Records Systems,109024-30
2014,Other Consumer Durables,135855-91
2014,Personal Products,166476-70
2014,Storage (IT),110264-68
2014,Vertical Market Software,112073-14
2014,"Movies, Music and Entertainment",132412-51
2014,Other Software,120716-47
2014,Other Services (B2C Non-Financial),103037-59
2014,Food Products,107843-41
2014,Industrial Chemicals,148704-13
2014,Other Commercial Products,160315-75
2014,Consulting Services (B2B),104840-56
2014,Industrial Supplies and Parts,40451-14
2014,Internet Service Providers,12115-81
2014,IT Consulting and Outsourcing,56545-66
2014,Other Commercial Services,11120-41
2014,Other Healthcare Services,107253-10
2014,Social Content,166995-10
2014,Logistics,11127-79
2014,Monitoring Equipment,102431-26
2014,Household Appliances,53314-84
2014,Recreational Goods,124108-57
2014,Operating Systems Software,10109-26
2014,Automotive,107137-54
2014,Electrical Equipment,118673-20
2014,Insurance Brokers,10123-03
2014,Other Transportation,109674-37
2014,Outcome Management (Healthcare),109862-02
2014,Real Estate Investment Trusts (REITs),10123-03
2014,Educational and Training Services (B2C),153900-10
2014,Energy Storage,163217-89
2014,"Other Restaurants, Hotels and Leisure",11295-73
2014,"Broadcasting, Radio and Television",52579-18
2014,Clothing,117578-71
2014,Enterprise Systems (Healthcare),120668-32
2014,Hospitals/Inpatient Services,11208-43
2014,Machinery (B2B),123700-87
2014,Other Communications and Networking,56189-53
2014,Publishing,62707-51
2014,Real Estate Services (B2C),60807-61
2014,Consumer Finance,167975-20
2014,Accessories,11212-66
2014,Beverages,163305-37
2014,Brokerage,54265-69
2014,Holding Companies,10139-41
2014,Other IT Services,11173-60
2014,Aerospace and Defense,167221-45
2014,General Purpose Semiconductors,11323-90
2014,Diagnostic Equipment,102473-47
2014,Pharmaceuticals,156885-67
2014,Therapeutic Devices,11177-11
2014,Oil and Gas Equipment,10666-90
2014,"Computers, Parts and Peripherals",102354-67
2014,Discovery Tools (Healthcare),11121-67
2014,Surgical Devices,11190-25
2014,Energy Marketing,51631-48
2014,Horticulture,11188-63
2014,Marine,120647-17
2014,Other Pharmaceuticals and Biotechnology,10242-91
2014,Property and Casualty Insurance,10242-91
2014,Laboratory Services (Healthcare),102425-68
2014,Security Services (B2B),11154-25
2014,Telecommunications Service Providers,110349-10
2014,Footwear,19757-44
2014,Asset Management,11274-22
2014,Legal Services (B2B),10364-77
2014,Printing Services (B2B),61956-64
2014,Drug Delivery,11984-32
2014,Energy Production,11248-57
2014,Legal Services (B2C),10382-41
2014,Other Semiconductors,11123-20
2014,Private Equity,107979-40
2014,Energy Infrastructure,51656-23
2014,Electronic Components,11193-40
2014,Agricultural Chemicals,111567-79
2014,Distributors/Wholesale,121840-30
2014,Elder and Disabled Care,10563-22
2014,Office Services (B2B),157578-04
2014,Home Furnishings,11154-70
2014,Other Chemicals and Gases,107502-22
2014,Raw Materials (Non-Wood),108469-45
2014,Restaurants and Bars,11121-13
2014,Clinics/Outpatient Services,11152-27
2014,Other Insurance,109408-06
2014,Buildings and Property,25168-96
2014,Hotels and Resorts,124689-52
2014,Other Consumer Products and Services,53592-76
2014,Multi-line Insurance,149315-86
2014,Air,11550-52
2014,Life and Health Insurance,11110-33
2014,Distributors (Healthcare),60961-51
2014,Wood/Hard Products,227998-00
2014,Leisure Facilities,115615-54
2014,Decision/Risk Analysis,160859-26
2014,Other Energy,53524-09
2014,Specialty Chemicals,42862-24
2014,Other Hardware,11129-59
2014,Water Utilities,11135-17
2014,Practice Management (Healthcare),40425-49
2014,Paper Containers & Packaging,11144-17
2014,Other Agriculture,123121-81
2014,Other Healthcare,25168-96
2014,Electric Utilities,11158-57
2014,Gas Utilities,11315-89
2014,Other Capital Markets/Institutions,60080-77
2014,Other Consumer Non-Durables,11170-63
2014,Other Equipment,56657-35
2014,Commodity Chemicals,51280-03
2014,Road,158121-55
2014,Business Equipment and Supplies,11189-44
2014,Other Media,13174-30
2014,Thrifts and Mortgage Finance,11208-43
2014,Wireless Service Providers,11215-36
2014,Cultivation,11216-53
2014,Automotive Insurance,11216-98
2014,Other Retail,11326-69
2014,Metal Containers & Packaging,11220-67
2014,Precious Metals and Minerals Mining,11227-51
2014,Energy Refining,11231-38
2014,Office Electronics,11237-50
2014,Other Materials,223507-63
2014,Cable Service Providers,11258-38
2014,Energy Transportation,11288-71
2014,Synthetic Textiles,11335-51
2014,Animal Textiles,11410-03
2014,Aquaculture,114619-69
2014,"Other Metals, Minerals and Mining",124999-66
2014,Department Stores,155857-15
2014,Animal Husbandry,187695-28
2014,Mineral Textiles,229432-06
2014,Plastic Containers & Packaging,39895-03
2014,Other Textiles,58854-43
2014,Coal and Consumable Fuels Equipment,40801-15
2014,National Banks,40822-84
2014,"Accounting, Audit and Tax Services (B2C)",42278-86
2014,"Accounting, Audit and Tax Services (B2B)",42788-17
2014,Other Containers and Packaging,51563-35
2014,Distributors/Wholesale (B2C),52373-26
2014,Multi-line Chemicals,54587-71
2014,Other Apparel,55182-97
2014,Plant Textiles,56251-54
2014,Multi-line Mining,59869-00
2014,Iron and Steel Mining,60499-36
2014,Regional Banks,61870-24
2014,Luxury Goods,65111-59
2014,Gold Mining,97859-26
2015,Diagnostic Equipment,109088-65
2015,Household Products,100035-19
2015,Internet Retail,100050-76
2015,Drug Discovery,100104-13
2015,Food Products,101717-38
2015,Specialized Finance,124923-52
2015,Application Software,101026-72
2015,Business/Productivity Software,101274-94
2015,Clothing,11168-38
2015,Entertainment Software,110452-06
2015,Environmental Services (B2B),10481-32
2015,Human Capital Services,106917-85
2015,Multimedia and Design Software,109515-61
2015,Other Financial Services,11308-69
2015,Social/Platform Software,102206-08
2015,Other Transportation,100147-96
2015,"Movies, Music and Entertainment",100693-27
2015,Social Content,11166-49
2015,Application Specific Semiconductors,11294-92
2015,Biotechnology,100564-30
2015,Database Software,100530-01
2015,Educational Software,103276-90
2015,Financial Software,102752-02
2015,Media and Information Services (B2B),101908-00
2015,Network Management Software,104840-56
2015,Accessories,161106-40
2015,Automation/Workflow Software,10581-22
2015,Consulting Services (B2B),52155-73
2015,Educational and Training Services (B2C),154170-73
2015,Energy Storage,52358-05
2015,Information Services (B2C),103272-40
2015,Other Commercial Services,107991-01
2015,Other Healthcare Technology Systems,101275-48
2015,Other Services (B2C Non-Financial),110442-79
2015,Software Development Applications,109521-55
2015,Specialty Retail,148241-44
2015,Consumer Finance,11209-42
2015,Communication Software,107847-10
2015,Publishing,119583-10
2015,Laboratory Services (Healthcare),150433-93
2015,Other Chemicals and Gases,63765-64
2015,Other Commercial Products,11234-35
2015,Casinos and Gaming,10052-20
2015,Construction and Engineering,109938-34
2015,Discovery Tools (Healthcare),11190-25
2015,Electronic Components,107818-66
2015,Operating Systems Software,114163-93
2015,Other Consumer Durables,11113-84
2015,Other Devices and Supplies,10228-51
2015,Other Software,107341-39
2015,Storage (IT),123951-07
2015,Vertical Market Software,13419-01
2015,Hotels and Resorts,113047-03
2015,Automotive,111551-41
2015,Insurance Brokers,100624-51
2015,Monitoring Equipment,100676-62
2015,Industrial Supplies and Parts,112012-48
2015,IT Consulting and Outsourcing,120145-51
2015,Other Business Products and Services,111167-11
2015,Alternative Energy Equipment,108040-51
2015,Home Furnishings,51696-19
2015,Other Healthcare,153740-53
2015,Beverages,11169-28
2015,Electronics (B2C),101405-89
2015,Recreational Goods,101177-47
2015,Electrical Equipment,11110-69
2015,Security Services (B2B),101074-96
2015,Water Utilities,54239-95
2015,Other IT Services,111329-11
2015,Real Estate Services (B2C),112335-49
2015,Surgical Devices,110367-91
2015,Therapeutic Devices,102431-26
2015,Electronic Equipment and Instruments,11170-36
2015,Energy Refining,10133-20
2015,Internet Software,11317-42
2015,"Other Restaurants, Hotels and Leisure",65823-49
2015,Systems and Information Management,11131-03
2015,Aerospace and Defense,102577-60
2015,Asset Management,25206-31
2015,Distributors/Wholesale,115260-76
2015,Energy Infrastructure,158788-36
2015,Medical Records Systems,102115-90
2015,Machinery (B2B),11279-53
2015,Multi-Utilities,101363-86
2015,Other Agriculture,122758-48
2015,Elder and Disabled Care,101389-42
2015,Enterprise Systems (Healthcare),119447-20
2015,Outcome Management (Healthcare),43057-36
2015,Brokerage,10139-41
2015,Clinics/Outpatient Services,120887-65
2015,Education and Training Services (B2B),11227-51
2015,Government,10139-41
2015,Logistics,11214-19
2015,Other Hardware,162206-74
2015,Other Healthcare Services,11152-27
2015,Other Information Technology,56109-52
2015,Telecommunications Service Providers,65871-01
2015,Other Consumer Products and Services,90801-37
2015,Pharmaceuticals,11151-91
2015,Connectivity Products,120532-42
2015,Fiberoptic Equipment,109725-58
2015,Managed Care,11278-00
2015,Cable Service Providers,10215-73
2015,BPO/Outsource Services,11216-89
2015,Cultivation,153302-77
2015,Property and Casualty Insurance,10242-91
2015,Specialty Chemicals,10242-91
2015,Drug Delivery,11106-01
2015,Restaurants and Bars,102476-98
2015,Multi-line Insurance,102495-16
2015,Personal Products,11114-56
2015,Legal Services (B2C),104494-60
2015,Plastic Containers & Packaging,59886-01
2015,Other Communications and Networking,25770-34
2015,Building Products,52284-70
2015,Other Capital Markets/Institutions,10411-93
2015,Wireless Communications Equipment,110874-43
2015,Energy Production,166962-34
2015,Private Equity,10416-88
2015,"Broadcasting, Radio and Television",109196-92
2015,Legal Services (B2B),54778-33
2015,Printing Services (B2B),104719-60
2015,Footwear,109674-37
2015,Other Media,104776-30
2015,Other Retail,105840-55
2015,"Computers, Parts and Peripherals",108327-25
2015,Industrial Chemicals,107450-56
2015,Other Energy Services,127263-34
2015,"Other Metals, Minerals and Mining",55741-51
2015,Medical Supplies,10845-37
2015,Wireless Service Providers,115012-36
2015,Precious Metals and Minerals Mining,108183-97
2015,Office Services (B2B),229524-85
2015,Holding Companies,168340-69
2015,Other Insurance,51132-34
2015,Leisure Facilities,153018-55
2015,Paper Containers & Packaging,110338-21
2015,Decision/Risk Analysis,158929-39
2015,Road,169498-45
2015,Marine,11104-21
2015,Commercial/Professional Insurance,11104-57
2015,Synthetic Textiles,11106-82
2015,Oil and Gas Equipment,11110-87
2015,Distributors (Healthcare),11111-41
2015,Investment Banks,11114-47
2015,Life and Health Insurance,11140-03
2015,Other Apparel,111325-87
2015,Buildings and Property,64694-80
2015,Other Consumer Non-Durables,166567-60
2015,Gas Utilities,11143-54
2015,Rail,11149-03
2015,"Accounting, Audit and Tax Services (B2B)",11155-87
2015,Other Containers and Packaging,111567-79
2015,Electric Utilities,11158-57
2015,General Purpose Semiconductors,51501-97
2015,Other Pharmaceuticals and Biotechnology,11186-29
2015,Wood/Hard Products,11188-90
2015,Horticulture,11189-44
2015,Household Appliances,162376-39
2015,Hospitals/Inpatient Services,11208-43
2015,Other Textiles,11219-05
2015,Practice Management (Healthcare),222067-90
2015,Other Equipment,11228-50
2015,Energy Transportation,58184-83
2015,Multi-line Chemicals,11231-38
2015,Thrifts and Mortgage Finance,11233-09
2015,Other Energy,112353-76
2015,Luxury Goods,43003-54
2015,Infrastructure,11244-34
2015,Air,122570-02
2015,Automotive Insurance,170365-69
2015,Agricultural Chemicals,112783-60
2015,Mineral Textiles,113023-45
2015,Energy Traders and Brokers,11305-36
2015,Plant Textiles,114313-51
2015,Aquaculture,114619-69
2015,Gold Mining,11605-96
2015,Other Materials,58046-50
2015,Metal Containers & Packaging,120890-80
2015,Other Semiconductors,122634-19
2015,Animal Husbandry,157650-22
2015,Internet Service Providers,93943-72
2015,Distributors/Wholesale (B2C),161030-62
2015,Energy Exploration,222273-55
2015,Energy Marketing,163281-16
2015,Business Equipment and Supplies,226392-49
2015,Department Stores,25168-96
2015,Production (Semiconductors),52563-79
2015,Raw Materials (Non-Wood),51243-40
2015,Catalog Retail,51322-24
2015,General Merchandise Stores,52166-62
2015,National Banks,54134-74
2015,Real Estate Investment Trusts (REITs),55133-47
2015,Forestry Development/Harvesting,56583-10
2015,Multi-line Mining,59869-00
2015,Forestry Processing,61391-26
